HSHD_NUM,BASKET_NUM,DATE,PRODUCT_NUM,SPEND,UNITS
277,56638,2019-02-17 13:00:00,1035,23.82,2
232,21268,2019-02-17 14:00:00,1005,51.33,4
314,80603,2019-02-17 15:00:00,1041,66.31,2
366,27045,2019-02-17 16:00:00,1049,5.43,2
228,50741,2019-02-17 17:00:00,1017,71.86,1
139,98306,2019-02-17 18:00:00,1082,76.32,4
399,52770,2019-02-17 19:00:00,1049,17.45,2
211,17887,2019-02-17 20:00:00,1029,17.62,1
391,34918,2019-02-17 21:00:00,1076,21.17,4
28,45497,2019-02-17 22:00:00,1038,79.87,3
51,71009,2019-02-17 23:00:00,1011,27.93,2
261,21929,2019-02-18 00:00:00,1097,79.8,3
261,71762,2019-02-18 01:00:00,1058,54.51,4
350,89099,2019-02-18 02:00:00,1075,76.95,4
352,38546,2019-02-18 03:00:00,1043,55.81,1
8,88424,2019-02-18 04:00:00,1087,34.24,2
320,47338,2019-02-18 05:00:00,1003,91.16,2
138,44283,2019-02-18 06:00:00,1035,71.81,1
38,92494,2019-02-18 07:00:00,1047,48.92,3
111,88170,2019-02-18 08:00:00,1013,64.11,4
368,94787,2019-02-18 09:00:00,1080,61.97,1
220,56566,2019-02-18 10:00:00,1048,36.45,4
337,95464,2019-02-18 11:00:00,1066,42.95,3
223,91991,2019-02-18 12:00:00,1086,32.51,3
136,38013,2019-02-18 13:00:00,1076,99.95,3
256,62132,2019-02-18 14:00:00,1008,58.43,2
360,97412,2019-02-18 15:00:00,1020,10.11,4
329,38084,2019-02-18 16:00:00,1071,52.39,4
49,31143,2019-02-18 17:00:00,1080,5.95,1
292,24179,2019-02-18 18:00:00,1015,29.58,4
382,68726,2019-02-18 19:00:00,1015,45.15,2
324,20222,2019-02-18 20:00:00,1027,53.89,1
78,69965,2019-02-18 21:00:00,1050,97.64,3
105,74068,2019-02-18 22:00:00,1055,98.24,4
169,33949,2019-02-18 23:00:00,1079,10.71,2
217,26116,2019-02-19 00:00:00,1056,54.28,2
378,61052,2019-02-19 01:00:00,1051,81.89,4
119,61369,2019-02-19 02:00:00,1045,24.53,2
190,58817,2019-02-19 03:00:00,1077,75.31,3
255,93203,2019-02-19 04:00:00,1037,87.98,4
370,84311,2019-02-19 05:00:00,1083,66.59,4
266,39655,2019-02-19 06:00:00,1047,33.44,4
149,67802,2019-02-19 07:00:00,1040,92.39,1
164,57632,2019-02-19 08:00:00,1097,88.47,3
140,24193,2019-02-19 09:00:00,1058,71.87,2
347,90212,2019-02-19 10:00:00,1092,37.0,4
258,40776,2019-02-19 11:00:00,1066,79.4,4
374,53225,2019-02-19 12:00:00,1073,32.29,2
269,70010,2019-02-19 13:00:00,1083,26.04,3
181,92735,2019-02-19 14:00:00,1065,51.99,2
160,75451,2019-02-19 15:00:00,1026,99.72,2
351,58812,2019-02-19 16:00:00,1031,80.63,4
400,90602,2019-02-19 17:00:00,1055,73.25,1
288,28895,2019-02-19 18:00:00,1009,45.75,1
288,75782,2019-02-19 19:00:00,1039,31.88,1
380,31209,2019-02-19 20:00:00,1016,85.73,1
226,92336,2019-02-19 21:00:00,1057,57.21,1
11,71807,2019-02-19 22:00:00,1096,81.51,4
10,33086,2019-02-19 23:00:00,1005,49.29,1
271,95637,2019-02-20 00:00:00,1038,75.64,2
273,92027,2019-02-20 01:00:00,1017,86.91,4
183,37207,2019-02-20 02:00:00,1072,39.75,2
153,30897,2019-02-20 03:00:00,1071,2.34,1
315,73083,2019-02-20 04:00:00,1088,26.24,3
334,76957,2019-02-20 05:00:00,1094,91.58,1
124,88506,2019-02-20 06:00:00,1041,69.07,4
114,17283,2019-02-20 07:00:00,1003,73.98,2
278,91481,2019-02-20 08:00:00,1019,33.2,3
213,10255,2019-02-20 09:00:00,1027,70.43,3
172,86555,2019-02-20 10:00:00,1039,64.98,3
288,25487,2019-02-20 11:00:00,1064,18.66,2
174,29346,2019-02-20 12:00:00,1043,96.9,4
113,45050,2019-02-20 13:00:00,1022,36.05,3
376,18744,2019-02-20 14:00:00,1056,33.6,2
122,34756,2019-02-20 15:00:00,1046,37.55,2
32,71596,2019-02-20 16:00:00,1012,10.08,1
222,93397,2019-02-20 17:00:00,1015,62.87,2
119,35146,2019-02-20 18:00:00,1089,24.62,4
39,65032,2019-02-20 19:00:00,1054,80.53,4
268,52687,2019-02-20 20:00:00,1094,40.02,3
233,56103,2019-02-20 21:00:00,1064,46.4,2
18,31976,2019-02-20 22:00:00,1080,65.0,2
149,72863,2019-02-20 23:00:00,1015,76.43,1
397,10591,2019-02-21 00:00:00,1036,23.88,1
149,16277,2019-02-21 01:00:00,1051,96.66,2
126,71860,2019-02-21 02:00:00,1009,62.61,2
392,12260,2019-02-21 03:00:00,1037,1.56,2
302,75883,2019-02-21 04:00:00,1043,42.15,1
360,34741,2019-02-21 05:00:00,1094,44.24,1
238,47211,2019-02-21 06:00:00,1073,81.11,4
135,51542,2019-02-21 07:00:00,1053,31.21,3
151,16869,2019-02-21 08:00:00,1097,33.79,3
236,97616,2019-02-21 09:00:00,1050,7.98,3
224,74732,2019-02-21 10:00:00,1051,29.07,3
203,29422,2019-02-21 11:00:00,1069,71.98,1
256,45613,2019-02-21 12:00:00,1091,63.84,1
86,67016,2019-02-21 13:00:00,1091,9.06,2
150,70110,2019-02-21 14:00:00,1058,12.35,4
235,98529,2019-02-21 15:00:00,1012,38.32,4
345,87922,2019-02-21 16:00:00,1040,74.63,3
22,44033,2019-02-21 17:00:00,1011,83.46,2
348,55213,2019-02-21 18:00:00,1049,2.45,2
285,71993,2019-02-21 19:00:00,1056,33.57,1
269,22938,2019-02-21 20:00:00,1049,43.0,2
258,86695,2019-02-21 21:00:00,1056,91.2,4
29,12274,2019-02-21 22:00:00,1053,50.64,4
213,94390,2019-02-21 23:00:00,1065,27.7,2
283,41815,2019-02-22 00:00:00,1007,39.61,1
50,86018,2019-02-22 01:00:00,1062,44.21,4
95,28961,2019-02-22 02:00:00,1008,67.33,1
88,30044,2019-02-22 03:00:00,1059,5.07,1
44,31975,2019-02-22 04:00:00,1062,39.56,4
278,24706,2019-02-22 05:00:00,1071,65.01,1
171,15974,2019-02-22 06:00:00,1002,29.05,3
189,86464,2019-02-22 07:00:00,1072,59.58,3
353,31213,2019-02-22 08:00:00,1012,36.37,3
184,11950,2019-02-22 09:00:00,1008,76.11,2
3,95013,2019-02-22 10:00:00,1094,7.0,4
191,20411,2019-02-22 11:00:00,1088,91.88,3
118,97231,2019-02-22 12:00:00,1051,17.99,1
19,56156,2019-02-22 13:00:00,1061,16.7,3
23,72744,2019-02-22 14:00:00,1007,84.22,1
30,27771,2019-02-22 15:00:00,1094,87.06,4
295,79810,2019-02-22 16:00:00,1044,10.2,3
108,45053,2019-02-22 17:00:00,1052,90.96,4
367,62076,2019-02-22 18:00:00,1062,28.06,3
281,17045,2019-02-22 19:00:00,1094,62.24,1
128,67623,2019-02-22 20:00:00,1080,7.79,1
229,39714,2019-02-22 21:00:00,1056,38.69,2
111,44386,2019-02-22 22:00:00,1053,45.62,2
136,18562,2019-02-22 23:00:00,1018,60.38,2
362,65048,2019-02-23 00:00:00,1066,53.0,3
186,22026,2019-02-23 01:00:00,1045,46.69,4
144,41589,2019-02-23 02:00:00,1093,96.0,3
72,36844,2019-02-23 03:00:00,1009,19.32,1
129,33447,2019-02-23 04:00:00,1092,16.64,4
364,87502,2019-02-23 05:00:00,1017,71.63,1
261,93268,2019-02-23 06:00:00,1011,8.38,2
3,64708,2019-02-23 07:00:00,1048,48.81,1
388,73925,2019-02-23 08:00:00,1022,48.92,3
104,80825,2019-02-23 09:00:00,1061,31.69,1
224,61574,2019-02-23 10:00:00,1010,93.11,1
320,95548,2019-02-23 11:00:00,1072,28.97,1
362,28812,2019-02-23 12:00:00,1055,29.56,4
354,65309,2019-02-23 13:00:00,1087,24.2,1
10,74230,2019-02-23 14:00:00,1088,15.43,1
384,51628,2019-02-23 15:00:00,1054,37.04,2
302,50581,2019-02-23 16:00:00,1024,68.41,2
231,56628,2019-02-23 17:00:00,1008,74.47,3
219,98628,2019-02-23 18:00:00,1011,81.53,2
66,35105,2019-02-23 19:00:00,1010,20.56,1
112,89830,2019-02-23 20:00:00,1037,4.53,2
13,79157,2019-02-23 21:00:00,1027,97.49,4
393,42442,2019-02-23 22:00:00,1007,2.42,3
86,97235,2019-02-23 23:00:00,1073,96.11,2
234,12347,2019-02-24 00:00:00,1088,83.05,3
90,57650,2019-02-24 01:00:00,1046,91.3,3
314,27110,2019-02-24 02:00:00,1035,39.33,3
54,72170,2019-02-24 03:00:00,1049,20.52,4
12,14923,2019-02-24 04:00:00,1008,61.04,1
209,61801,2019-02-24 05:00:00,1059,74.38,4
14,72771,2019-02-24 06:00:00,1071,13.96,3
121,91147,2019-02-24 07:00:00,1066,79.96,2
377,58135,2019-02-24 08:00:00,1052,21.65,2
20,29199,2019-02-24 09:00:00,1081,49.68,4
75,19066,2019-02-24 10:00:00,1098,85.79,2
400,62136,2019-02-24 11:00:00,1016,20.15,3
243,46575,2019-02-24 12:00:00,1099,24.95,3
223,99796,2019-02-24 13:00:00,1052,7.21,1
70,56733,2019-02-24 14:00:00,1027,15.51,3
312,26991,2019-02-24 15:00:00,1062,15.51,2
211,32553,2019-02-24 16:00:00,1014,21.14,1
101,99710,2019-02-24 17:00:00,1018,29.33,2
186,97493,2019-02-24 18:00:00,1085,81.68,4
132,10634,2019-02-24 19:00:00,1069,91.66,1
111,22771,2019-02-24 20:00:00,1046,41.22,3
381,28298,2019-02-24 21:00:00,1070,13.69,1
132,89876,2019-02-24 22:00:00,1047,23.16,3
20,45999,2019-02-24 23:00:00,1072,73.88,3
394,81887,2019-02-25 00:00:00,1019,68.07,2
24,69648,2019-02-25 01:00:00,1036,96.75,3
227,72668,2019-02-25 02:00:00,1074,2.43,3
154,79374,2019-02-25 03:00:00,1001,75.33,3
293,77509,2019-02-25 04:00:00,1063,51.07,2
230,85783,2019-02-25 05:00:00,1085,90.37,3
310,54440,2019-02-25 06:00:00,1035,58.04,4
359,41655,2019-02-25 07:00:00,1004,45.22,2
202,53039,2019-02-25 08:00:00,1063,66.92,4
38,65255,2019-02-25 09:00:00,1006,83.52,1
260,82219,2019-02-25 10:00:00,1069,28.97,2
188,64989,2019-02-25 11:00:00,1021,11.65,4
57,21244,2019-02-25 12:00:00,1073,43.87,2
20,68595,2019-02-25 13:00:00,1045,22.24,3
273,49551,2019-02-25 14:00:00,1039,43.52,2
119,73230,2019-02-25 15:00:00,1060,99.11,1
71,38371,2019-02-25 16:00:00,1045,57.84,4
4,79358,2019-02-25 17:00:00,1083,69.67,2
221,38878,2019-02-25 18:00:00,1027,68.11,3
14,46157,2019-02-25 19:00:00,1086,82.25,4
3,15914,2019-02-25 20:00:00,1034,94.47,4
216,93700,2019-02-25 21:00:00,1000,66.22,4
229,37180,2019-02-25 22:00:00,1028,48.13,1
336,13688,2019-02-25 23:00:00,1008,32.47,3
186,90219,2019-02-26 00:00:00,1008,36.67,3
55,88616,2019-02-26 01:00:00,1021,34.11,4
388,19916,2019-02-26 02:00:00,1062,33.12,2
376,66363,2019-02-26 03:00:00,1065,69.77,4
254,37360,2019-02-26 04:00:00,1079,59.18,3
24,47805,2019-02-26 05:00:00,1057,21.0,1
162,23453,2019-02-26 06:00:00,1069,96.99,1
158,32703,2019-02-26 07:00:00,1054,43.34,4
82,69021,2019-02-26 08:00:00,1012,57.04,1
159,84176,2019-02-26 09:00:00,1096,70.56,1
188,91614,2019-02-26 10:00:00,1018,61.75,2
60,98919,2019-02-26 11:00:00,1078,31.79,1
305,91072,2019-02-26 12:00:00,1032,79.97,2
319,17410,2019-02-26 13:00:00,1073,11.91,4
366,91462,2019-02-26 14:00:00,1064,57.33,3
211,58268,2019-02-26 15:00:00,1059,28.06,3
152,44248,2019-02-26 16:00:00,1011,61.96,2
109,41159,2019-02-26 17:00:00,1042,22.58,3
76,52039,2019-02-26 18:00:00,1092,77.45,4
30,57800,2019-02-26 19:00:00,1016,23.53,3
314,50761,2019-02-26 20:00:00,1067,89.15,1
117,96103,2019-02-26 21:00:00,1028,86.29,4
356,53663,2019-02-26 22:00:00,1054,36.88,4
192,90903,2019-02-26 23:00:00,1006,39.2,3
19,50412,2019-02-27 00:00:00,1043,70.45,3
173,45367,2019-02-27 01:00:00,1076,9.95,2
228,15813,2019-02-27 02:00:00,1004,9.01,1
350,69894,2019-02-27 03:00:00,1059,14.5,3
183,61444,2019-02-27 04:00:00,1005,56.69,3
113,44269,2019-02-27 05:00:00,1097,15.75,2
183,71748,2019-02-27 06:00:00,1006,28.48,3
146,51190,2019-02-27 07:00:00,1045,65.04,1
319,50318,2019-02-27 08:00:00,1056,2.55,1
116,47018,2019-02-27 09:00:00,1053,18.84,4
113,49759,2019-02-27 10:00:00,1091,93.06,4
251,26498,2019-02-27 11:00:00,1045,66.69,1
251,35989,2019-02-27 12:00:00,1009,31.25,2
303,35568,2019-02-27 13:00:00,1003,5.49,4
313,76577,2019-02-27 14:00:00,1066,59.02,1
118,40099,2019-02-27 15:00:00,1024,23.06,1
301,99900,2019-02-27 16:00:00,1086,96.06,4
161,50639,2019-02-27 17:00:00,1090,69.01,1
198,33482,2019-02-27 18:00:00,1077,97.44,1
260,79212,2019-02-27 19:00:00,1060,85.04,1
148,65261,2019-02-27 20:00:00,1037,48.82,1
240,97317,2019-02-27 21:00:00,1031,67.29,4
47,40048,2019-02-27 22:00:00,1022,81.4,2
399,13065,2019-02-27 23:00:00,1036,58.24,1
198,12036,2019-02-28 00:00:00,1002,7.09,3
47,45814,2019-02-28 01:00:00,1098,47.57,2
78,69694,2019-02-28 02:00:00,1012,13.93,3
124,26924,2019-02-28 03:00:00,1033,71.77,3
75,70204,2019-02-28 04:00:00,1087,68.38,1
359,42844,2019-02-28 05:00:00,1064,99.3,4
137,91943,2019-02-28 06:00:00,1075,63.25,3
90,31518,2019-02-28 07:00:00,1007,80.21,3
400,27059,2019-02-28 08:00:00,1082,27.56,3
325,33052,2019-02-28 09:00:00,1008,34.66,1
61,79803,2019-02-28 10:00:00,1027,91.79,1
138,81524,2019-02-28 11:00:00,1077,75.76,4
50,99572,2019-02-28 12:00:00,1090,65.87,1
259,18680,2019-02-28 13:00:00,1017,26.15,2
107,77021,2019-02-28 14:00:00,1041,70.16,4
113,90249,2019-02-28 15:00:00,1040,88.79,1
350,30043,2019-02-28 16:00:00,1069,23.85,1
254,12419,2019-02-28 17:00:00,1032,70.91,3
118,66892,2019-02-28 18:00:00,1088,39.98,1
198,27140,2019-02-28 19:00:00,1076,12.76,3
337,53484,2019-02-28 20:00:00,1053,76.58,1
365,73869,2019-02-28 21:00:00,1086,17.55,1
51,55210,2019-02-28 22:00:00,1035,26.04,1
245,67600,2019-02-28 23:00:00,1096,78.51,1
35,88497,2019-03-01 00:00:00,1084,74.47,1
302,16487,2019-03-01 01:00:00,1097,26.16,4
69,70692,2019-03-01 02:00:00,1055,94.16,1
349,72112,2019-03-01 03:00:00,1099,22.31,1
320,41110,2019-03-01 04:00:00,1016,99.37,3
49,26360,2019-03-01 05:00:00,1009,74.05,2
74,59410,2019-03-01 06:00:00,1086,39.86,2
192,93038,2019-03-01 07:00:00,1043,13.9,4
261,83167,2019-03-01 08:00:00,1001,32.73,1
356,13017,2019-03-01 09:00:00,1098,20.18,2
70,96261,2019-03-01 10:00:00,1013,62.56,3
90,70124,2019-03-01 11:00:00,1040,36.33,3
260,60949,2019-03-01 12:00:00,1001,30.21,4
126,68268,2019-03-01 13:00:00,1018,75.96,3
231,76320,2019-03-01 14:00:00,1079,23.83,2
295,91301,2019-03-01 15:00:00,1088,59.1,2
129,41127,2019-03-01 16:00:00,1000,20.27,2
280,13196,2019-03-01 17:00:00,1001,71.77,1
313,85088,2019-03-01 18:00:00,1026,62.89,3
100,51300,2019-03-01 19:00:00,1001,80.02,3
326,59714,2019-03-01 20:00:00,1093,7.78,1
297,41921,2019-03-01 21:00:00,1050,21.8,2
182,14746,2019-03-01 22:00:00,1009,16.29,3
174,78535,2019-03-01 23:00:00,1018,19.87,2
316,75350,2019-03-02 00:00:00,1079,11.2,1
364,60345,2019-03-02 01:00:00,1012,56.65,2
188,59220,2019-03-02 02:00:00,1047,59.75,4
57,91131,2019-03-02 03:00:00,1055,84.51,1
31,32063,2019-03-02 04:00:00,1071,42.36,2
84,81736,2019-03-02 05:00:00,1055,53.71,1
152,98913,2019-03-02 06:00:00,1049,99.14,3
36,88946,2019-03-02 07:00:00,1094,53.65,4
213,55971,2019-03-02 08:00:00,1044,57.78,1
364,13598,2019-03-02 09:00:00,1088,99.6,2
106,20564,2019-03-02 10:00:00,1058,99.42,3
342,59725,2019-03-02 11:00:00,1038,42.98,2
220,96134,2019-03-02 12:00:00,1020,63.86,2
391,69940,2019-03-02 13:00:00,1054,48.6,1
163,72085,2019-03-02 14:00:00,1056,72.35,1
220,27862,2019-03-02 15:00:00,1040,93.9,2
270,20265,2019-03-02 16:00:00,1092,31.66,1
120,19705,2019-03-02 17:00:00,1069,82.07,2
394,65279,2019-03-02 18:00:00,1081,65.83,1
336,72471,2019-03-02 19:00:00,1048,28.74,4
400,89834,2019-03-02 20:00:00,1043,79.93,1
182,72979,2019-03-02 21:00:00,1034,43.29,2
106,65828,2019-03-02 22:00:00,1090,12.92,3
217,56104,2019-03-02 23:00:00,1004,99.35,1
205,50934,2019-03-03 00:00:00,1070,43.14,4
70,16050,2019-03-03 01:00:00,1073,54.61,4
44,53952,2019-03-03 02:00:00,1073,80.99,4
329,96570,2019-03-03 03:00:00,1050,96.13,4
301,18484,2019-03-03 04:00:00,1056,87.42,2
228,72648,2019-03-03 05:00:00,1057,52.98,4
184,69945,2019-03-03 06:00:00,1091,55.02,3
107,63678,2019-03-03 07:00:00,1035,28.81,1
84,41323,2019-03-03 08:00:00,1009,46.82,4
338,96332,2019-03-03 09:00:00,1049,94.74,1
250,97363,2019-03-03 10:00:00,1098,72.97,2
363,45361,2019-03-03 11:00:00,1098,2.18,1
21,20315,2019-03-03 12:00:00,1036,12.53,2
196,57968,2019-03-03 13:00:00,1019,92.46,2
178,36519,2019-03-03 14:00:00,1012,85.02,1
7,19107,2019-03-03 15:00:00,1074,49.13,4
70,65781,2019-03-03 16:00:00,1018,62.08,3
127,13869,2019-03-03 17:00:00,1091,29.67,1
399,90983,2019-03-03 18:00:00,1055,79.49,3
160,37370,2019-03-03 19:00:00,1044,60.73,1
248,72695,2019-03-03 20:00:00,1059,69.79,3
203,70422,2019-03-03 21:00:00,1067,38.12,1
148,17971,2019-03-03 22:00:00,1056,43.61,3
143,35651,2019-03-03 23:00:00,1053,21.56,3
199,66974,2019-03-04 00:00:00,1036,94.86,1
154,33446,2019-03-04 01:00:00,1082,94.71,1
376,48108,2019-03-04 02:00:00,1036,81.96,2
384,85179,2019-03-04 03:00:00,1013,93.62,3
142,13823,2019-03-04 04:00:00,1094,66.87,1
313,23454,2019-03-04 05:00:00,1091,24.23,4
165,13932,2019-03-04 06:00:00,1099,76.26,4
314,20220,2019-03-04 07:00:00,1043,33.2,2
21,84090,2019-03-04 08:00:00,1082,44.61,4
82,77965,2019-03-04 09:00:00,1041,28.16,1
69,38208,2019-03-04 10:00:00,1000,42.94,3
131,82980,2019-03-04 11:00:00,1022,68.25,1
87,20510,2019-03-04 12:00:00,1063,11.95,4
218,54045,2019-03-04 13:00:00,1027,11.42,4
305,20537,2019-03-04 14:00:00,1003,68.69,1
371,82683,2019-03-04 15:00:00,1040,78.18,2
345,79134,2019-03-04 16:00:00,1059,55.6,1
341,82254,2019-03-04 17:00:00,1017,18.98,2
384,23782,2019-03-04 18:00:00,1062,43.64,4
396,75587,2019-03-04 19:00:00,1060,76.06,3
161,92238,2019-03-04 20:00:00,1048,68.89,3
178,85720,2019-03-04 21:00:00,1046,11.88,1
117,88004,2019-03-04 22:00:00,1038,96.95,2
196,32072,2019-03-04 23:00:00,1088,23.11,4
383,91015,2019-03-05 00:00:00,1081,22.82,3
327,98938,2019-03-05 01:00:00,1005,46.53,1
86,82746,2019-03-05 02:00:00,1082,33.4,1
289,55702,2019-03-05 03:00:00,1052,98.41,4
81,16057,2019-03-05 04:00:00,1075,8.57,4
152,40916,2019-03-05 05:00:00,1024,31.34,1
61,37268,2019-03-05 06:00:00,1098,38.89,1
61,53978,2019-03-05 07:00:00,1064,49.85,1
354,33259,2019-03-05 08:00:00,1004,2.62,2
28,63583,2019-03-05 09:00:00,1064,9.15,4
43,89400,2019-03-05 10:00:00,1007,26.52,1
169,44293,2019-03-05 11:00:00,1038,55.85,4
86,17043,2019-03-05 12:00:00,1042,77.01,1
177,60430,2019-03-05 13:00:00,1081,68.96,1
17,48893,2019-03-05 14:00:00,1072,57.14,1
98,50642,2019-03-05 15:00:00,1004,40.33,4
198,88065,2019-03-05 16:00:00,1003,87.2,1
98,40868,2019-03-05 17:00:00,1092,46.52,1
65,36309,2019-03-05 18:00:00,1000,30.63,4
330,33284,2019-03-05 19:00:00,1093,63.3,1
341,79000,2019-03-05 20:00:00,1055,69.52,3
5,94179,2019-03-05 21:00:00,1044,40.45,3
2,72107,2019-03-05 22:00:00,1064,3.79,1
22,75049,2019-03-05 23:00:00,1002,10.32,2
112,39265,2019-03-06 00:00:00,1021,84.71,4
57,91490,2019-03-06 01:00:00,1071,6.6,1
66,33880,2019-03-06 02:00:00,1055,59.61,4
330,94579,2019-03-06 03:00:00,1017,19.19,2
98,10255,2019-03-06 04:00:00,1024,23.66,2
144,11502,2019-03-06 05:00:00,1047,28.06,4
368,80192,2019-03-06 06:00:00,1083,4.79,2
125,75424,2019-03-06 07:00:00,1030,18.55,2
167,85838,2019-03-06 08:00:00,1029,65.4,4
86,80966,2019-03-06 09:00:00,1079,50.37,2
76,51366,2019-03-06 10:00:00,1065,79.94,3
344,37425,2019-03-06 11:00:00,1080,7.06,1
294,62328,2019-03-06 12:00:00,1009,89.0,3
59,77396,2019-03-06 13:00:00,1070,99.64,3
138,81694,2019-03-06 14:00:00,1058,2.56,1
99,15806,2019-03-06 15:00:00,1050,96.8,3
192,96274,2019-03-06 16:00:00,1008,24.35,1
243,27106,2019-03-06 17:00:00,1053,69.56,1
319,66731,2019-03-06 18:00:00,1061,29.96,4
49,85010,2019-03-06 19:00:00,1080,52.66,1
32,92533,2019-03-06 20:00:00,1008,51.53,1
391,42599,2019-03-06 21:00:00,1008,36.75,2
277,81326,2019-03-06 22:00:00,1023,72.04,2
20,85706,2019-03-06 23:00:00,1038,60.36,3
154,19004,2019-03-07 00:00:00,1074,51.32,1
383,61364,2019-03-07 01:00:00,1007,98.3,1
68,35792,2019-03-07 02:00:00,1024,94.06,4
366,74912,2019-03-07 03:00:00,1065,95.59,1
372,64645,2019-03-07 04:00:00,1009,88.25,4
214,17232,2019-03-07 05:00:00,1023,26.26,1
143,88210,2019-03-07 06:00:00,1079,35.65,2
376,64766,2019-03-07 07:00:00,1082,23.87,2
232,91588,2019-03-07 08:00:00,1058,98.63,2
213,58542,2019-03-07 09:00:00,1030,16.11,3
79,15913,2019-03-07 10:00:00,1010,37.28,1
214,20567,2019-03-07 11:00:00,1005,20.71,2
116,48379,2019-03-07 12:00:00,1069,23.12,4
92,84968,2019-03-07 13:00:00,1031,25.46,2
270,10319,2019-03-07 14:00:00,1038,64.33,1
381,96120,2019-03-07 15:00:00,1047,8.53,2
168,14791,2019-03-07 16:00:00,1012,57.68,1
58,10329,2019-03-07 17:00:00,1058,82.11,1
284,84387,2019-03-07 18:00:00,1066,76.89,2
26,71032,2019-03-07 19:00:00,1055,15.97,4
369,54078,2019-03-07 20:00:00,1040,91.56,3
66,98662,2019-03-07 21:00:00,1055,77.24,1
248,31300,2019-03-07 22:00:00,1034,1.52,3
254,85700,2019-03-07 23:00:00,1037,74.0,2
387,60945,2019-03-08 00:00:00,1080,74.0,1
44,65609,2019-03-08 01:00:00,1066,50.18,1
97,70562,2019-03-08 02:00:00,1033,5.55,2
42,71901,2019-03-08 03:00:00,1075,58.41,3
227,15703,2019-03-08 04:00:00,1087,76.81,4
262,73115,2019-03-08 05:00:00,1069,27.82,2
167,98090,2019-03-08 06:00:00,1010,67.04,2
279,37676,2019-03-08 07:00:00,1026,36.04,4
89,71710,2019-03-08 08:00:00,1047,57.81,4
379,70077,2019-03-08 09:00:00,1023,39.07,4
178,99340,2019-03-08 10:00:00,1017,31.07,4
197,55440,2019-03-08 11:00:00,1026,85.74,2
307,46923,2019-03-08 12:00:00,1053,75.63,4
267,39802,2019-03-08 13:00:00,1054,35.2,3
268,72904,2019-03-08 14:00:00,1020,44.03,4
74,70162,2019-03-08 15:00:00,1058,69.48,1
8,75169,2019-03-08 16:00:00,1033,81.3,1
297,78147,2019-03-08 17:00:00,1096,68.75,4
164,32075,2019-03-08 18:00:00,1057,54.55,2
85,92015,2019-03-08 19:00:00,1047,95.48,2
72,84716,2019-03-08 20:00:00,1053,77.64,3
55,19304,2019-03-08 21:00:00,1017,12.44,2
393,69622,2019-03-08 22:00:00,1002,56.26,3
47,64215,2019-03-08 23:00:00,1023,41.55,3
399,90146,2019-03-09 00:00:00,1000,79.7,3
238,83973,2019-03-09 01:00:00,1005,5.42,4
104,22521,2019-03-09 02:00:00,1018,41.66,2
210,34028,2019-03-09 03:00:00,1085,32.51,1
42,49328,2019-03-09 04:00:00,1042,14.98,3
316,37301,2019-03-09 05:00:00,1007,38.5,1
268,48015,2019-03-09 06:00:00,1068,67.61,3
386,97276,2019-03-09 07:00:00,1051,36.81,2
263,46845,2019-03-09 08:00:00,1072,58.42,4
336,96818,2019-03-09 09:00:00,1046,59.69,3
387,86394,2019-03-09 10:00:00,1084,59.12,3
365,54159,2019-03-09 11:00:00,1027,53.42,1
259,53714,2019-03-09 12:00:00,1045,12.58,4
283,90722,2019-03-09 13:00:00,1003,22.63,2
114,35230,2019-03-09 14:00:00,1087,80.21,3
363,59262,2019-03-09 15:00:00,1007,50.73,2
40,51722,2019-03-09 16:00:00,1060,70.9,4
220,56359,2019-03-09 17:00:00,1016,57.42,1
129,72796,2019-03-09 18:00:00,1033,4.83,4
8,50159,2019-03-09 19:00:00,1019,79.83,4
101,97052,2019-03-09 20:00:00,1079,7.37,4
380,15239,2019-03-09 21:00:00,1073,94.37,4
176,60886,2019-03-09 22:00:00,1033,22.32,2
107,37195,2019-03-09 23:00:00,1042,51.73,2
101,44674,2019-03-10 00:00:00,1009,7.3,1
260,28105,2019-03-10 01:00:00,1093,89.6,3
366,39739,2019-03-10 02:00:00,1029,98.01,3
246,41969,2019-03-10 03:00:00,1024,15.48,4
275,24497,2019-03-10 04:00:00,1056,30.28,4
32,11816,2019-03-10 05:00:00,1062,2.57,2
137,69254,2019-03-10 06:00:00,1070,78.91,3
12,97695,2019-03-10 07:00:00,1046,31.83,1
395,79385,2019-03-10 08:00:00,1083,59.29,4
302,97148,2019-03-10 09:00:00,1080,4.88,2
375,43826,2019-03-10 10:00:00,1002,71.83,4
16,73365,2019-03-10 11:00:00,1045,53.41,4
129,94242,2019-03-10 12:00:00,1035,72.77,2
63,60100,2019-03-10 13:00:00,1025,79.17,3
109,14359,2019-03-10 14:00:00,1009,9.84,3
375,22809,2019-03-10 15:00:00,1033,58.23,4
21,74450,2019-03-10 16:00:00,1077,65.34,3
158,48428,2019-03-10 17:00:00,1007,52.16,2
269,82790,2019-03-10 18:00:00,1054,19.06,3
162,12093,2019-03-10 19:00:00,1090,79.76,4
260,54498,2019-03-10 20:00:00,1009,99.75,4
102,50985,2019-03-10 21:00:00,1056,96.96,2
223,42009,2019-03-10 22:00:00,1078,77.98,4
59,92094,2019-03-10 23:00:00,1085,42.39,3
247,27718,2019-03-11 00:00:00,1044,34.39,2
