hshd_num,basket_num,date,product_num,spend,units,age,income,children,loyalty,department,commodity,brand
42,49328,2019-03-09 04:00:00,1042,14.98,3,42,76175,0,Yes,Beverages,Organic,Private
316,37301,2019-03-09 05:00:00,1007,38.5,1,45,110219,1,Yes,Grocery,Organic,National
268,48015,2019-03-09 06:00:00,1068,67.61,3,59,118858,0,No,Dairy,Regular,National
386,97276,2019-03-09 07:00:00,1051,36.81,2,56,85284,0,Yes,Dairy,Regular,National
263,46845,2019-03-09 08:00:00,1072,58.42,4,29,76732,2,Yes,Grocery,Organic,Private
336,96818,2019-03-09 09:00:00,1046,59.69,3,55,123396,2,Yes,Grocery,Organic,National
387,86394,2019-03-09 10:00:00,1084,59.12,3,47,87043,2,No,Grocery,Regular,Private
365,54159,2019-03-09 11:00:00,1027,53.42,1,53,53959,0,No,Dairy,Organic,Private
259,53714,2019-03-09 12:00:00,1045,12.58,4,50,107052,1,No,Grocery,Regular,Private
283,90722,2019-03-09 13:00:00,1003,22.63,2,49,67080,1,Yes,Grocery,Organic,National
114,35230,2019-03-09 14:00:00,1087,80.21,3,58,118223,2,No,Grocery,Organic,National
363,59262,2019-03-09 15:00:00,1007,50.73,2,67,51447,0,Yes,Grocery,Organic,National
40,51722,2019-03-09 16:00:00,1060,70.9,4,33,124841,0,Yes,Grocery,Regular,Private
220,56359,2019-03-09 17:00:00,1016,57.42,1,48,94895,3,Yes,Beverages,Regular,National
129,72796,2019-03-09 18:00:00,1033,4.83,4,27,127856,0,Yes,Dairy,Organic,Private
8,50159,2019-03-09 19:00:00,1019,79.83,4,43,62093,0,Yes,Dairy,Regular,Private
101,97052,2019-03-09 20:00:00,1079,7.37,4,32,90160,2,Yes,Grocery,Regular,Private
380,15239,2019-03-09 21:00:00,1073,94.37,4,36,50159,2,Yes,Snacks,Organic,Private
176,60886,2019-03-09 22:00:00,1033,22.32,2,51,144352,2,Yes,Dairy,Organic,Private
107,37195,2019-03-09 23:00:00,1042,51.73,2,63,81991,1,No,Beverages,Organic,Private
101,44674,2019-03-10 00:00:00,1009,7.3,1,32,90160,2,Yes,Grocery,Regular,Private
260,28105,2019-03-10 01:00:00,1093,89.6,3,26,74261,2,No,Dairy,Regular,National
366,39739,2019-03-10 02:00:00,1029,98.01,3,66,96203,3,No,Grocery,Organic,Private
246,41969,2019-03-10 03:00:00,1024,15.48,4,42,53714,3,Yes,Beverages,Organic,National
275,24497,2019-03-10 04:00:00,1056,30.28,4,48,43807,2,Yes,Beverages,Organic,Private
32,11816,2019-03-10 05:00:00,1062,2.57,2,52,35949,2,Yes,Grocery,Regular,Private
137,69254,2019-03-10 06:00:00,1070,78.91,3,39,116027,3,Yes,Grocery,Organic,National
12,97695,2019-03-10 07:00:00,1046,31.83,1,48,102615,1,No,Grocery,Organic,National
395,79385,2019-03-10 08:00:00,1083,59.29,4,67,35713,0,No,Dairy,Organic,National
302,97148,2019-03-10 09:00:00,1080,4.88,2,27,34748,1,No,Grocery,Regular,Private
375,43826,2019-03-10 10:00:00,1002,71.83,4,44,61921,2,Yes,Grocery,Regular,Private
16,73365,2019-03-10 11:00:00,1045,53.41,4,27,132769,2,Yes,Grocery,Regular,Private
129,94242,2019-03-10 12:00:00,1035,72.77,2,27,127856,0,Yes,Grocery,Organic,Private
63,60100,2019-03-10 13:00:00,1025,79.17,3,28,99042,1,Yes,Beverages,Regular,Private
109,14359,2019-03-10 14:00:00,1009,9.84,3,52,134182,1,No,Grocery,Regular,Private
375,22809,2019-03-10 15:00:00,1033,58.23,4,44,61921,2,Yes,Dairy,Organic,Private
21,74450,2019-03-10 16:00:00,1077,65.34,3,54,116672,2,No,Dairy,Organic,Private
158,48428,2019-03-10 17:00:00,1007,52.16,2,46,112745,2,Yes,Grocery,Organic,National
269,82790,2019-03-10 18:00:00,1054,19.06,3,43,49065,0,No,Grocery,Organic,National
162,12093,2019-03-10 19:00:00,1090,79.76,4,69,41338,3,No,Dairy,Regular,National
260,54498,2019-03-10 20:00:00,1009,99.75,4,26,74261,2,No,Grocery,Regular,Private
102,50985,2019-03-10 21:00:00,1056,96.96,2,59,71975,2,Yes,Beverages,Organic,Private
223,42009,2019-03-10 22:00:00,1078,77.98,4,30,90921,2,Yes,Beverages,Organic,Private
59,92094,2019-03-10 23:00:00,1085,42.39,3,28,103666,2,Yes,Grocery,Organic,Private
247,27718,2019-03-11 00:00:00,1044,34.39,2,64,68102,0,Yes,Dairy,Organic,National
128,26705,2019-03-11 01:00:00,1049,7.79,4,38,136306,0,No,Grocery,Organic,Private
283,97618,2019-03-11 02:00:00,1063,42.21,2,49,67080,1,Yes,Dairy,Regular,Private
325,72598,2019-03-11 03:00:00,1094,16.45,2,41,133333,2,No,Beverages,Organic,Private
25,87878,2019-03-11 04:00:00,1001,26.18,3,57,58251,2,No,Beverages,Organic,Private
131,22239,2019-03-11 05:00:00,1044,89.3,3,29,141783,3,Yes,Dairy,Organic,National
353,56622,2019-03-11 06:00:00,1094,96.88,1,47,136357,2,Yes,Beverages,Organic,Private
196,56665,2019-03-11 07:00:00,1061,94.91,2,63,51352,1,Yes,Grocery,Organic,National
281,42274,2019-03-11 08:00:00,1013,20.14,3,44,87854,2,Yes,Dairy,Regular,National
154,21419,2019-03-11 09:00:00,1073,90.19,4,60,87458,2,Yes,Snacks,Organic,Private
382,25003,2019-03-11 10:00:00,1093,15.01,1,39,77605,1,No,Dairy,Regular,National
133,40866,2019-03-11 11:00:00,1099,51.26,1,38,112986,3,No,Grocery,Organic,National
227,31988,2019-03-11 12:00:00,1014,64.72,4,57,132795,1,Yes,Dairy,Organic,National
189,65894,2019-03-11 13:00:00,1013,46.78,3,48,74811,0,Yes,Dairy,Regular,National
265,15674,2019-03-11 14:00:00,1030,95.23,2,56,69081,1,No,Dairy,Organic,National
372,80538,2019-03-11 15:00:00,1028,33.99,1,31,132023,1,Yes,Snacks,Regular,National
134,76446,2019-03-11 16:00:00,1026,53.21,4,63,119643,0,Yes,Grocery,Regular,Private
211,39072,2019-03-11 17:00:00,1084,8.47,4,68,93932,0,No,Grocery,Regular,Private
60,43717,2019-03-11 18:00:00,1008,85.37,4,26,115067,0,Yes,Dairy,Regular,Private
377,97345,2019-03-11 19:00:00,1019,41.92,4,32,57355,3,Yes,Dairy,Regular,Private
395,36651,2019-03-11 20:00:00,1098,70.35,1,67,35713,0,No,Snacks,Organic,National
364,54291,2019-03-11 21:00:00,1057,68.54,2,63,120469,3,No,Grocery,Regular,National
364,73350,2019-03-11 22:00:00,1078,67.95,3,63,120469,3,No,Beverages,Organic,Private
213,92020,2019-03-11 23:00:00,1087,51.19,4,56,54466,1,Yes,Grocery,Organic,National
216,14646,2019-03-12 00:00:00,1048,28.47,4,28,65270,3,Yes,Snacks,Organic,Private
226,49713,2019-03-12 01:00:00,1056,62.88,2,40,116900,1,No,Beverages,Organic,Private
131,77936,2019-03-12 02:00:00,1015,96.22,2,29,141783,3,Yes,Beverages,Regular,Private
76,54331,2019-03-12 03:00:00,1099,83.56,3,47,90403,1,No,Grocery,Organic,National
286,32185,2019-03-12 04:00:00,1074,11.77,1,53,65909,3,No,Dairy,Regular,National
277,94263,2019-03-12 05:00:00,1007,3.3,2,32,56432,0,Yes,Grocery,Organic,National
156,62107,2019-03-12 06:00:00,1066,50.4,1,56,50358,3,No,Snacks,Organic,National
248,76554,2019-03-12 07:00:00,1018,77.81,1,25,104460,1,No,Dairy,Organic,Private
218,27563,2019-03-12 08:00:00,1066,32.08,4,41,112637,2,No,Snacks,Organic,National
190,80729,2019-03-12 09:00:00,1035,70.42,1,39,66208,3,No,Grocery,Organic,Private
163,25701,2019-03-12 10:00:00,1088,93.26,4,30,30412,3,No,Beverages,Organic,National
180,79072,2019-03-12 11:00:00,1059,46.44,4,63,67841,1,Yes,Dairy,Regular,National
34,58217,2019-03-12 12:00:00,1035,25.17,3,39,31150,0,Yes,Grocery,Organic,Private
41,54610,2019-03-12 13:00:00,1010,91.86,1,63,46896,2,Yes,Beverages,Organic,Private
307,94422,2019-03-12 14:00:00,1050,47.75,2,46,85771,1,No,Snacks,Organic,National
338,60131,2019-03-12 15:00:00,1079,41.38,2,57,106539,2,Yes,Grocery,Regular,Private
314,39410,2019-03-12 16:00:00,1054,35.98,2,51,69298,1,No,Grocery,Organic,National
75,68715,2019-03-12 17:00:00,1053,42.88,3,38,108781,1,No,Beverages,Organic,Private
279,48665,2019-03-12 18:00:00,1016,67.69,4,62,136995,2,Yes,Beverages,Regular,National
176,25957,2019-03-12 19:00:00,1061,43.94,4,51,144352,2,Yes,Grocery,Organic,National
384,58127,2019-03-12 20:00:00,1041,33.1,2,58,68088,3,Yes,Dairy,Regular,National
150,73589,2019-03-12 21:00:00,1023,74.62,4,69,45305,2,No,Snacks,Regular,National
273,56008,2019-03-12 22:00:00,1016,21.09,4,48,56962,3,Yes,Beverages,Regular,National
325,71920,2019-03-12 23:00:00,1047,20.99,3,41,133333,2,No,Dairy,Organic,Private
108,42875,2019-03-13 00:00:00,1083,69.95,1,65,87679,1,No,Dairy,Organic,National
139,11626,2019-03-13 01:00:00,1085,86.8,1,50,33373,3,Yes,Grocery,Organic,Private
350,73822,2019-03-13 02:00:00,1069,24.88,3,48,82736,2,Yes,Dairy,Organic,National
271,81765,2019-03-13 03:00:00,1006,19.92,3,27,118092,3,No,Dairy,Regular,National
347,82413,2019-03-13 04:00:00,1013,67.36,4,55,82528,0,Yes,Dairy,Regular,National
289,43642,2019-03-13 05:00:00,1010,62.46,3,26,64578,2,Yes,Beverages,Organic,Private
212,48311,2019-03-13 06:00:00,1011,45.28,4,50,102936,0,Yes,Snacks,Organic,National
381,42356,2019-03-13 07:00:00,1004,10.49,1,47,134346,0,Yes,Dairy,Organic,Private
272,13809,2019-03-13 08:00:00,1004,10.09,3,44,84693,0,Yes,Dairy,Organic,Private
66,53371,2019-03-13 09:00:00,1019,77.96,4,50,114664,3,Yes,Dairy,Regular,Private
248,44875,2019-03-13 10:00:00,1053,45.73,1,25,104460,1,No,Beverages,Organic,Private
156,19465,2019-03-13 11:00:00,1054,85.94,1,56,50358,3,No,Grocery,Organic,National
47,76095,2019-03-13 12:00:00,1057,57.9,2,50,75543,0,No,Grocery,Regular,National
201,83844,2019-03-13 13:00:00,1078,62.26,1,26,71555,0,No,Beverages,Organic,Private
148,75250,2019-03-13 14:00:00,1089,93.49,3,47,118668,2,No,Dairy,Organic,Private
124,96889,2019-03-13 15:00:00,1096,17.3,3,59,100588,1,No,Snacks,Organic,Private
1,25250,2019-03-13 16:00:00,1029,54.76,4,63,144692,1,Yes,Grocery,Organic,Private
247,56023,2019-03-13 17:00:00,1023,6.76,3,64,68102,0,Yes,Snacks,Regular,National
343,56624,2019-03-13 18:00:00,1086,36.53,1,27,140008,3,Yes,Dairy,Organic,Private
128,26427,2019-03-13 19:00:00,1072,15.66,4,38,136306,0,No,Grocery,Organic,Private
191,43276,2019-03-13 20:00:00,1002,19.6,1,56,50150,1,No,Grocery,Regular,Private
67,81643,2019-03-13 21:00:00,1099,93.54,2,68,123468,3,Yes,Grocery,Organic,National
4,89012,2019-03-13 22:00:00,1047,61.46,4,67,84021,1,No,Dairy,Organic,Private
303,13439,2019-03-13 23:00:00,1070,89.32,2,41,116769,0,No,Grocery,Organic,National
294,95848,2019-03-14 00:00:00,1021,44.91,4,57,148874,3,No,Snacks,Regular,Private
143,97331,2019-03-14 01:00:00,1013,60.17,3,63,130386,0,Yes,Dairy,Regular,National
191,88672,2019-03-14 02:00:00,1047,4.18,1,56,50150,1,No,Dairy,Organic,Private
21,89703,2019-03-14 03:00:00,1028,47.48,4,54,116672,2,No,Snacks,Regular,National
227,27300,2019-03-14 04:00:00,1049,56.84,3,57,132795,1,Yes,Grocery,Organic,Private
313,70289,2019-03-14 05:00:00,1079,2.66,3,51,82224,3,Yes,Grocery,Regular,Private
117,27182,2019-03-14 06:00:00,1097,79.16,3,48,48071,3,No,Grocery,Regular,National
302,80507,2019-03-14 07:00:00,1009,30.25,2,27,34748,1,No,Grocery,Regular,Private
142,60912,2019-03-14 08:00:00,1070,45.8,3,56,122658,1,No,Grocery,Organic,National
39,36909,2019-03-14 09:00:00,1088,54.03,4,45,96617,0,Yes,Beverages,Organic,National
393,29659,2019-03-14 10:00:00,1026,99.23,2,30,148012,1,No,Grocery,Regular,Private
355,41403,2019-03-14 11:00:00,1078,10.82,1,51,49087,3,No,Beverages,Organic,Private
252,43586,2019-03-14 12:00:00,1095,55.97,3,47,133150,2,Yes,Dairy,Regular,National
333,20360,2019-03-14 13:00:00,1027,53.53,4,61,133214,1,Yes,Dairy,Organic,Private
207,31424,2019-03-14 14:00:00,1008,7.82,4,57,69954,1,Yes,Dairy,Regular,Private
210,58791,2019-03-14 15:00:00,1070,63.76,2,26,46779,3,Yes,Grocery,Organic,National
115,13065,2019-03-14 16:00:00,1079,29.4,1,57,90890,2,Yes,Grocery,Regular,Private
225,78795,2019-03-14 17:00:00,1025,11.27,2,35,38335,1,Yes,Beverages,Regular,Private
134,22300,2019-03-14 18:00:00,1098,18.69,3,63,119643,0,Yes,Snacks,Organic,National
251,43370,2019-03-14 19:00:00,1080,82.54,1,49,36801,2,No,Grocery,Regular,Private
219,79831,2019-03-14 20:00:00,1086,11.31,1,62,81934,0,No,Dairy,Organic,Private
91,37209,2019-03-14 21:00:00,1007,47.23,1,49,109605,3,Yes,Grocery,Organic,National
354,30927,2019-03-14 22:00:00,1001,20.33,2,26,98866,0,No,Beverages,Organic,Private
376,44579,2019-03-14 23:00:00,1094,17.07,4,25,63307,2,No,Beverages,Organic,Private
46,19032,2019-03-15 00:00:00,1056,21.37,2,33,50056,2,No,Beverages,Organic,Private
38,88413,2019-03-15 01:00:00,1051,49.79,4,31,146352,3,Yes,Dairy,Regular,National
142,50731,2019-03-15 02:00:00,1057,24.54,2,56,122658,1,No,Grocery,Regular,National
100,63767,2019-03-15 03:00:00,1095,10.58,4,41,39823,2,Yes,Dairy,Regular,National
328,82302,2019-03-15 04:00:00,1092,80.34,4,54,97641,0,Yes,Beverages,Regular,Private
190,59954,2019-03-15 05:00:00,1002,54.44,1,39,66208,3,No,Grocery,Regular,Private
35,98365,2019-03-15 06:00:00,1007,16.53,4,68,119480,3,No,Grocery,Organic,National
147,95757,2019-03-15 07:00:00,1058,47.67,3,61,55351,2,Yes,Dairy,Organic,Private
30,35102,2019-03-15 08:00:00,1001,7.77,3,51,62217,0,Yes,Beverages,Organic,Private
334,44433,2019-03-15 09:00:00,1094,58.46,4,48,50559,3,No,Beverages,Organic,Private
84,25932,2019-03-15 10:00:00,1061,34.69,4,49,92752,3,Yes,Grocery,Organic,National
369,35714,2019-03-15 11:00:00,1048,11.25,4,49,39337,1,Yes,Snacks,Organic,Private
281,67803,2019-03-15 12:00:00,1019,19.18,4,44,87854,2,Yes,Dairy,Regular,Private
344,49743,2019-03-15 13:00:00,1028,35.22,1,42,144065,1,No,Snacks,Regular,National
270,12552,2019-03-15 14:00:00,1016,80.83,3,40,113460,0,No,Beverages,Regular,National
154,66627,2019-03-15 15:00:00,1073,18.2,1,60,87458,2,Yes,Snacks,Organic,Private
102,55987,2019-03-15 16:00:00,1021,11.86,3,59,71975,2,Yes,Snacks,Regular,Private
215,89810,2019-03-15 17:00:00,1005,52.08,4,56,99896,0,Yes,Beverages,Organic,National
150,55380,2019-03-15 18:00:00,1061,56.31,3,69,45305,2,No,Grocery,Organic,National
83,39250,2019-03-15 19:00:00,1097,9.93,3,50,121747,1,Yes,Grocery,Regular,National
110,78344,2019-03-15 20:00:00,1030,29.16,2,31,60977,1,No,Dairy,Organic,National
387,74686,2019-03-15 21:00:00,1061,27.01,2,47,87043,2,No,Grocery,Organic,National
275,55028,2019-03-15 22:00:00,1011,19.44,4,48,43807,2,Yes,Snacks,Organic,National
201,25295,2019-03-15 23:00:00,1011,32.25,1,26,71555,0,No,Snacks,Organic,National
284,65248,2019-03-16 00:00:00,1062,4.67,2,59,31324,2,No,Grocery,Regular,Private
173,90205,2019-03-16 01:00:00,1015,65.5,4,63,65735,1,No,Beverages,Regular,Private
327,20523,2019-03-16 02:00:00,1024,98.86,1,52,144821,3,Yes,Beverages,Organic,National
206,55530,2019-03-16 03:00:00,1021,63.77,2,56,96234,3,Yes,Snacks,Regular,Private
63,23769,2019-03-16 04:00:00,1090,36.75,3,28,99042,1,Yes,Dairy,Regular,National
73,73042,2019-03-16 05:00:00,1087,67.12,2,39,81293,1,No,Grocery,Organic,National
251,54645,2019-03-16 06:00:00,1075,57.58,4,49,36801,2,No,Snacks,Organic,National
124,72142,2019-03-16 07:00:00,1017,84.83,2,59,100588,1,No,Grocery,Organic,Private
375,35557,2019-03-16 08:00:00,1044,62.57,2,44,61921,2,Yes,Dairy,Organic,National
121,89782,2019-03-16 09:00:00,1079,63.77,1,64,65195,3,No,Grocery,Regular,Private
275,88382,2019-03-16 10:00:00,1067,22.94,1,48,43807,2,Yes,Grocery,Organic,Private
398,47085,2019-03-16 11:00:00,1011,42.15,3,32,100340,0,Yes,Snacks,Organic,National
120,60708,2019-03-16 12:00:00,1048,35.1,4,68,41938,0,Yes,Snacks,Organic,Private
317,61357,2019-03-16 13:00:00,1032,2.13,3,54,91629,1,Yes,Beverages,Organic,Private
164,23470,2019-03-16 14:00:00,1085,32.01,3,52,37543,3,No,Grocery,Organic,Private
286,88712,2019-03-16 15:00:00,1062,49.12,2,53,65909,3,No,Grocery,Regular,Private
265,89082,2019-03-16 16:00:00,1017,60.39,3,56,69081,1,No,Grocery,Organic,Private
320,16805,2019-03-16 17:00:00,1053,93.52,1,57,129835,3,No,Beverages,Organic,Private
161,92324,2019-03-16 18:00:00,1096,24.67,3,66,56092,3,Yes,Snacks,Organic,Private
376,72028,2019-03-16 19:00:00,1026,16.09,4,25,63307,2,No,Grocery,Regular,Private
308,60772,2019-03-16 20:00:00,1082,87.08,3,54,87799,0,No,Snacks,Regular,National
89,62104,2019-03-16 21:00:00,1077,94.24,4,69,134185,0,Yes,Dairy,Organic,Private
142,83616,2019-03-16 22:00:00,1024,49.31,4,56,122658,1,No,Beverages,Organic,National
203,99300,2019-03-16 23:00:00,1033,12.41,3,52,30728,0,No,Dairy,Organic,Private
309,16630,2019-03-17 00:00:00,1087,49.05,3,62,43116,1,No,Grocery,Organic,National
227,25701,2019-03-17 01:00:00,1059,11.83,3,57,132795,1,Yes,Dairy,Regular,National
334,24859,2019-03-17 02:00:00,1053,88.44,4,48,50559,3,No,Beverages,Organic,Private
222,31183,2019-03-17 03:00:00,1086,71.11,1,58,84098,2,No,Dairy,Organic,Private
41,50438,2019-03-17 04:00:00,1004,24.87,2,63,46896,2,Yes,Dairy,Organic,Private
196,52244,2019-03-17 05:00:00,1035,88.78,3,63,51352,1,Yes,Grocery,Organic,Private
68,84312,2019-03-17 06:00:00,1053,64.15,2,58,91389,1,Yes,Beverages,Organic,Private
264,25021,2019-03-17 07:00:00,1087,95.37,3,61,80343,1,Yes,Grocery,Organic,National
2,79863,2019-03-17 08:00:00,1035,98.07,4,53,117142,1,Yes,Grocery,Organic,Private
361,65565,2019-03-17 09:00:00,1068,1.32,4,57,40975,2,No,Dairy,Regular,National
125,58043,2019-03-17 10:00:00,1038,12.9,2,25,131042,2,No,Dairy,Regular,Private
110,83150,2019-03-17 11:00:00,1069,55.15,1,31,60977,1,No,Dairy,Organic,National
86,74361,2019-03-17 12:00:00,1099,95.63,4,65,89101,1,No,Grocery,Organic,National
120,11245,2019-03-17 13:00:00,1003,99.43,2,68,41938,0,Yes,Grocery,Organic,National
127,51011,2019-03-17 14:00:00,1073,57.17,4,61,133691,2,Yes,Snacks,Organic,Private
255,20355,2019-03-17 15:00:00,1064,18.21,3,66,53625,0,Yes,Dairy,Regular,National
183,58692,2019-03-17 16:00:00,1084,17.14,2,51,64911,0,No,Grocery,Regular,Private
16,59004,2019-03-17 17:00:00,1039,76.62,2,27,132769,2,Yes,Dairy,Organic,National
62,39714,2019-03-17 18:00:00,1036,59.6,3,66,97215,3,Yes,Snacks,Organic,National
369,27198,2019-03-17 19:00:00,1066,55.33,2,49,39337,1,Yes,Snacks,Organic,National
158,76951,2019-03-17 20:00:00,1030,47.11,3,46,112745,2,Yes,Dairy,Organic,National
268,11652,2019-03-17 21:00:00,1090,72.79,1,59,118858,0,No,Dairy,Regular,National
35,53625,2019-03-17 22:00:00,1080,85.95,3,68,119480,3,No,Grocery,Regular,Private
267,95982,2019-03-17 23:00:00,1086,30.99,1,65,123105,3,Yes,Dairy,Organic,Private
64,28740,2019-03-18 00:00:00,1076,22.87,2,53,43284,0,Yes,Beverages,Organic,National
50,13810,2019-03-18 01:00:00,1046,67.35,3,52,141488,1,No,Grocery,Organic,National
255,26569,2019-03-18 02:00:00,1026,91.56,2,66,53625,0,Yes,Grocery,Regular,Private
149,89120,2019-03-18 03:00:00,1050,35.47,1,63,144585,3,No,Snacks,Organic,National
325,36783,2019-03-18 04:00:00,1019,27.97,4,41,133333,2,No,Dairy,Regular,Private
304,88047,2019-03-18 05:00:00,1012,23.39,4,57,39435,0,No,Beverages,Organic,Private
276,19471,2019-03-18 06:00:00,1062,26.19,4,35,72348,0,Yes,Grocery,Regular,Private
357,16163,2019-03-18 07:00:00,1043,14.36,4,26,54504,1,No,Dairy,Organic,National
172,73087,2019-03-18 08:00:00,1023,60.08,4,49,48888,3,No,Snacks,Regular,National
201,72071,2019-03-18 09:00:00,1002,28.8,1,26,71555,0,No,Grocery,Regular,Private
393,26065,2019-03-18 10:00:00,1009,61.88,4,30,148012,1,No,Grocery,Regular,Private
324,93456,2019-03-18 11:00:00,1064,9.22,4,59,112848,2,No,Dairy,Regular,National
35,58348,2019-03-18 12:00:00,1048,12.43,2,68,119480,3,No,Snacks,Organic,Private
216,29154,2019-03-18 13:00:00,1057,54.08,3,28,65270,3,Yes,Grocery,Regular,National
65,30229,2019-03-18 14:00:00,1076,51.64,3,42,102789,0,Yes,Beverages,Organic,National
8,62587,2019-03-18 15:00:00,1077,27.88,3,43,62093,0,Yes,Dairy,Organic,Private
301,59713,2019-03-18 16:00:00,1096,82.89,3,31,116188,0,Yes,Snacks,Organic,Private
343,36997,2019-03-18 17:00:00,1001,19.52,1,27,140008,3,Yes,Beverages,Organic,Private
332,31101,2019-03-18 18:00:00,1065,36.71,3,65,64620,1,Yes,Beverages,Regular,Private
76,50391,2019-03-18 19:00:00,1030,56.0,2,47,90403,1,No,Dairy,Organic,National
174,85863,2019-03-18 20:00:00,1067,86.85,1,57,77295,0,No,Grocery,Organic,Private
47,82723,2019-03-18 21:00:00,1097,42.44,4,50,75543,0,No,Grocery,Regular,National
15,69405,2019-03-18 22:00:00,1082,40.46,2,48,124476,3,No,Snacks,Regular,National
361,44948,2019-03-18 23:00:00,1036,58.37,2,57,40975,2,No,Snacks,Organic,National
147,63031,2019-03-19 00:00:00,1072,32.35,4,61,55351,2,Yes,Grocery,Organic,Private
26,47921,2019-03-19 01:00:00,1023,71.21,4,36,133481,0,No,Snacks,Regular,National
308,82571,2019-03-19 02:00:00,1076,25.62,2,54,87799,0,No,Beverages,Organic,National
93,87007,2019-03-19 03:00:00,1043,82.5,1,33,127379,2,No,Dairy,Organic,National
232,38460,2019-03-19 04:00:00,1093,27.96,4,27,135955,1,Yes,Dairy,Regular,National
21,31071,2019-03-19 05:00:00,1082,99.28,3,54,116672,2,No,Snacks,Regular,National
307,76118,2019-03-19 06:00:00,1040,32.33,2,46,85771,1,No,Snacks,Regular,Private
38,58282,2019-03-19 07:00:00,1073,88.0,2,31,146352,3,Yes,Snacks,Organic,Private
276,68445,2019-03-19 08:00:00,1050,40.34,4,35,72348,0,Yes,Snacks,Organic,National
157,91067,2019-03-19 09:00:00,1041,25.36,4,31,33267,2,No,Dairy,Regular,National
179,92208,2019-03-19 10:00:00,1077,23.39,3,27,47955,0,No,Dairy,Organic,Private
132,64816,2019-03-19 11:00:00,1039,85.17,3,50,99449,1,No,Dairy,Organic,National
311,95779,2019-03-19 12:00:00,1047,31.57,3,69,72344,2,Yes,Dairy,Organic,Private
348,13060,2019-03-19 13:00:00,1083,34.52,3,27,68413,1,Yes,Dairy,Organic,National
28,23731,2019-03-19 14:00:00,1003,20.5,2,68,55945,0,No,Grocery,Organic,National
260,87830,2019-03-19 15:00:00,1059,96.17,4,26,74261,2,No,Dairy,Regular,National
76,30719,2019-03-19 16:00:00,1038,25.23,1,47,90403,1,No,Dairy,Regular,Private
67,57042,2019-03-19 17:00:00,1004,25.5,4,68,123468,3,Yes,Dairy,Organic,Private
342,59116,2019-03-19 18:00:00,1095,94.45,4,57,43843,1,Yes,Dairy,Regular,National
194,36325,2019-03-19 19:00:00,1005,90.19,3,65,142856,0,Yes,Beverages,Organic,National
162,32597,2019-03-19 20:00:00,1013,25.64,3,69,41338,3,No,Dairy,Regular,National
347,77439,2019-03-19 21:00:00,1069,86.61,2,55,82528,0,Yes,Dairy,Organic,National
361,24551,2019-03-19 22:00:00,1077,25.73,3,57,40975,2,No,Dairy,Organic,Private
257,34278,2019-03-19 23:00:00,1011,9.36,2,31,130843,0,No,Snacks,Organic,National
72,25141,2019-03-20 00:00:00,1061,82.22,4,55,108832,2,No,Grocery,Organic,National
87,77913,2019-03-20 01:00:00,1026,77.38,4,53,132756,1,No,Grocery,Regular,Private
262,43615,2019-03-20 02:00:00,1053,30.17,4,36,51677,0,Yes,Beverages,Organic,Private
214,72751,2019-03-20 03:00:00,1089,9.92,2,30,66939,3,Yes,Dairy,Organic,Private
153,37452,2019-03-20 04:00:00,1011,21.44,2,53,95953,0,No,Snacks,Organic,National
210,32725,2019-03-20 05:00:00,1007,77.33,2,26,46779,3,Yes,Grocery,Organic,National
61,60391,2019-03-20 06:00:00,1073,96.51,3,30,148937,0,No,Snacks,Organic,Private
268,85060,2019-03-20 07:00:00,1015,26.64,1,59,118858,0,No,Beverages,Regular,Private
262,21698,2019-03-20 08:00:00,1051,82.01,3,36,51677,0,Yes,Dairy,Regular,National
218,96711,2019-03-20 09:00:00,1025,23.57,1,41,112637,2,No,Beverages,Regular,Private
283,87850,2019-03-20 10:00:00,1007,68.28,3,49,67080,1,Yes,Grocery,Organic,National
136,12365,2019-03-20 11:00:00,1044,9.28,4,33,138940,0,Yes,Dairy,Organic,National
380,53372,2019-03-20 12:00:00,1092,58.94,2,36,50159,2,Yes,Beverages,Regular,Private
362,54134,2019-03-20 13:00:00,1083,27.65,3,33,41023,3,No,Dairy,Organic,National
93,47823,2019-03-20 14:00:00,1080,92.66,2,33,127379,2,No,Grocery,Regular,Private
109,81158,2019-03-20 15:00:00,1018,29.69,3,52,134182,1,No,Dairy,Organic,Private
241,11949,2019-03-20 16:00:00,1016,40.45,4,31,51689,2,No,Beverages,Regular,National
355,59396,2019-03-20 17:00:00,1064,84.23,2,51,49087,3,No,Dairy,Regular,National
142,41912,2019-03-20 18:00:00,1028,44.39,4,56,122658,1,No,Snacks,Regular,National
291,66947,2019-03-20 19:00:00,1013,24.6,1,40,147611,0,Yes,Dairy,Regular,National
237,54387,2019-03-20 20:00:00,1016,55.21,2,27,31062,3,Yes,Beverages,Regular,National
340,73965,2019-03-20 21:00:00,1012,84.16,3,56,121362,1,Yes,Beverages,Organic,Private
312,26508,2019-03-20 22:00:00,1092,43.88,2,32,72918,3,No,Beverages,Regular,Private
177,55592,2019-03-20 23:00:00,1097,14.16,1,37,113042,2,No,Grocery,Regular,National
141,11919,2019-03-21 00:00:00,1090,38.93,1,37,127532,1,No,Dairy,Regular,National
189,52595,2019-03-21 01:00:00,1062,95.49,3,48,74811,0,Yes,Grocery,Regular,Private
49,19617,2019-03-21 02:00:00,1032,8.13,4,44,144548,0,Yes,Beverages,Organic,Private
